Date,ALL,AMZN,ADBE,AAP,AKAM,ADS,APH,AAPL,XRAY,GOOG,AES,AGN,COST,T,A,CAH,ABT,AFL,AIG,AMAT,ADM,BBY,CCL,DVN,MMM,MO,COF,AIV,KMX,AEE,ACN,APTV,CPRI,ARNC
10/25/2010,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
11/1/2010,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
11/8/2010,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
11/15/2010,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
11/22/2010,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
11/29/2010,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
12/6/2010,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
12/13/2010,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
12/20/2010,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
12/27/2010,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
1/3/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
1/10/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
1/17/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
1/24/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
1/31/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
2/7/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
2/14/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
2/21/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
2/28/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
3/7/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
3/14/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
3/21/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
3/28/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
4/4/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
4/11/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
4/18/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
4/25/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
5/2/2011,31.54822524,157.0687807,26.15062354,58.65599051,50.18171806,65.30038023,24.49337939,40.53597398,31.97478992,262.9000628,11.35025189,42.30184147,64.49464814,28.6,33.36720554,33.0415711,52.24099741,25.85609601,39.10240694,11.67973954,31.9192109,40.83305349,38.4413246,64.74,86.71406535,24.01962572,39.54772329,22.04581498,27.86320966,28.40259197,42.48799623,21.54296161,27.24895178,#VALUE!
